ToolName,EntryType,Score
acts,Size,478
cagen,Size,569
caopt,Size,282
kali,Size,60
medici,Size,298
pmedici,Size,207
acts,Time,555
cagen,Time,767
caopt,Time,182
kali,Time,90
medici,Time,208
pmedici,Time,268
acts,Overall,516.5
cagen,Overall,668.0
caopt,Overall,232.0
kali,Overall,75.0
medici,Overall,253.0
pmedici,Overall,237.5
