ToolName,EntryType,Score
acts,Size,214
cagen,Size,251
caopt,Size,138
kali,Size,0
medici,Size,0
acts,Time,218
cagen,Time,293
caopt,Time,124
kali,Time,0
medici,Time,0
acts,Overall,216.0
cagen,Overall,272.0
caopt,Overall,131.0
kali,Overall,0.0
medici,Overall,0.0
