ToolName,EntryType,Score
acts,Size,46
cagen,Size,56
caopt,Size,8
kali,Size,0
medici,Size,0
acts,Time,45
cagen,Time,62
caopt,Time,8
kali,Time,0
medici,Time,0
acts,Overall,45.5
cagen,Overall,59.0
caopt,Overall,8.0
kali,Overall,0.0
medici,Overall,0.0
