ToolName,EntryType,Score
acts,Size,38
cagen,Size,44
caopt,Size,35
kali,Size,0
medici,Size,32
pmedici,Size,28
acts,Time,53
cagen,Time,71
caopt,Time,31
kali,Time,0
medici,Time,25
pmedici,Time,31
acts,Overall,45.5
cagen,Overall,57.5
caopt,Overall,33.0
kali,Overall,0.0
medici,Overall,28.5
pmedici,Overall,29.5
