ToolName,EntryType,Score
acts,Size,22
cagen,Size,21
kali,Size,0
medici,Size,6
pmedici,Size,4
acts,Time,21
cagen,Time,34
kali,Time,0
medici,Time,10
pmedici,Time,4
acts,Overall,21.5
cagen,Overall,27.5
kali,Overall,0.0
medici,Overall,8.0
pmedici,Overall,4.0
