ToolName,EntryType,Score
acts,Size,123
cagen,Size,123
caopt,Size,79
kali,Size,2
medici,Size,131
pmedici,Size,87
acts,Time,145
cagen,Time,180
caopt,Time,67
kali,Time,4
medici,Time,98
pmedici,Time,107
acts,Overall,134.0
cagen,Overall,151.5
caopt,Overall,73.0
kali,Overall,3.0
medici,Overall,114.5
pmedici,Overall,97.0
