ToolName,EntryType,Score
acts,Size,44
cagen,Size,45
caopt,Size,54
kali,Size,0
medici,Size,34
pmedici,Size,26
acts,Time,61
cagen,Time,75
caopt,Time,39
kali,Time,0
medici,Time,23
pmedici,Time,32
acts,Overall,52.5
cagen,Overall,60.0
caopt,Overall,46.5
kali,Overall,0.0
medici,Overall,28.5
pmedici,Overall,29.0
