ToolName,EntryType,Score
acts,Size,78
cagen,Size,61
caopt,Size,98
kali,Size,6
medici,Size,111
pmedici,Size,36
acts,Time,91
cagen,Time,93
caopt,Time,84
kali,Time,6
medici,Time,95
pmedici,Time,56
acts,Overall,84.5
cagen,Overall,77.0
caopt,Overall,91.0
kali,Overall,6.0
medici,Overall,103.0
pmedici,Overall,46.0
