ToolName,EntryType,Score
acts,Size,114
cagen,Size,115
caopt,Size,68
kali,Size,3
medici,Size,129
pmedici,Size,83
acts,Time,143
cagen,Time,177
caopt,Time,58
kali,Time,3
medici,Time,96
pmedici,Time,106
acts,Overall,128.5
cagen,Overall,146.0
caopt,Overall,63.0
kali,Overall,3.0
medici,Overall,112.5
pmedici,Overall,94.5
