ToolName,EntryType,Score
acts,Size,819
cagen,Size,871
caopt,Size,721
kali,Size,138
medici,Size,611
pmedici,Size,384
acts,Time,934
cagen,Time,1156
caopt,Time,544
kali,Time,194
medici,Time,415
pmedici,Time,534
acts,Overall,876.5
cagen,Overall,1013.5
caopt,Overall,632.5
kali,Overall,166.0
medici,Overall,513.0
pmedici,Overall,459.0
