ToolName,EntryType,Score
acts,Size,47
cagen,Size,44
caopt,Size,49
kali,Size,2
medici,Size,39
pmedici,Size,29
acts,Time,59
cagen,Time,73
caopt,Time,33
kali,Time,2
medici,Time,20
pmedici,Time,36
acts,Overall,53.0
cagen,Overall,58.5
caopt,Overall,41.0
kali,Overall,2.0
medici,Overall,29.5
pmedici,Overall,32.5
