ToolName,EntryType,Score
acts,Size,238
cagen,Size,252
caopt,Size,282
kali,Size,13
medici,Size,242
pmedici,Size,158
acts,Time,304
cagen,Time,415
caopt,Time,246
kali,Time,10
medici,Time,199
pmedici,Time,181
acts,Overall,271.0
cagen,Overall,333.5
caopt,Overall,264.0
kali,Overall,11.5
medici,Overall,220.5
pmedici,Overall,169.5
 
