ToolName,EntryType,Score
acts,Size,60
cagen,Size,60
caopt,Size,77
kali,Size,44
medici,Size,84
pmedici,Size,31
acts,Time,75
cagen,Time,105
caopt,Time,69
kali,Time,30
medici,Time,81
pmedici,Time,45
acts,Overall,67.5
cagen,Overall,82.5
caopt,Overall,73.0
kali,Overall,37.0
medici,Overall,82.5
pmedici,Overall,38.0
