ToolName,EntryType,Score
acts,Size,67
cagen,Size,57
caopt,Size,73
kali,Size,29
medici,Size,21
pmedici,Size,26
acts,Time,71
cagen,Time,86
caopt,Time,31
kali,Time,45
medici,Time,11
pmedici,Time,40
acts,Overall,69.0
cagen,Overall,71.5
caopt,Overall,52.0
kali,Overall,37.0
medici,Overall,16.0
pmedici,Overall,33.0
