2,acts,216
3,acts,216
4,acts,206
5,acts,159
6,acts,121
2,cagen,212
3,cagen,212
4,cagen,209
5,cagen,183
6,cagen,145
2,caopt,240
3,caopt,222
4,caopt,108
5,caopt,81
6,caopt,61
2,kali,239
3,kali,238
4,kali,207
5,kali,187
6,kali,175
2,medici,238
3,medici,160
4,medici,122
5,medici,159
6,medici,188
2,pmedici,190
3,pmedici,156
4,pmedici,96
5,pmedici,76
6,pmedici,62
