ToolName,EntryType,Score
acts,Size,25
cagen,Size,30
caopt,Size,16
kali,Size,0
medici,Size,27
pmedici,Size,22
acts,Time,35
cagen,Time,47
caopt,Time,12
kali,Time,0
medici,Time,18
pmedici,Time,25
acts,Overall,30.0
cagen,Overall,38.5
caopt,Overall,14.0
kali,Overall,0.0
medici,Overall,22.5
pmedici,Overall,23.5
