ToolName,EntryType,Score
acts,Size,18
cagen,Size,29
caopt,Size,6
kali,Size,2
medici,Size,6
pmedici,Size,3
acts,Time,17
cagen,Time,31
caopt,Time,4
kali,Time,4
medici,Time,3
pmedici,Time,5
acts,Overall,17.5
cagen,Overall,30.0
caopt,Overall,5.0
kali,Overall,3.0
medici,Overall,4.5
pmedici,Overall,4.0
