ToolName,EntryType,Score
acts,Size,49
cagen,Size,58
caopt,Size,24
kali,Size,20
medici,Size,12
pmedici,Size,25
acts,Time,49
cagen,Time,66
caopt,Time,14
kali,Time,29
medici,Time,6
pmedici,Time,24
acts,Overall,49.0
cagen,Overall,62.0
caopt,Overall,19.0
kali,Overall,24.5
medici,Overall,9.0
pmedici,Overall,24.5
