ToolName,EntryType,Score
acts,Size,54
cagen,Size,64
caopt,Size,79
kali,Size,0
medici,Size,0
acts,Time,63
cagen,Time,79
caopt,Time,65
kali,Time,0
medici,Time,0
acts,Overall,58.5
cagen,Overall,71.5
caopt,Overall,72.0
kali,Overall,0.0
medici,Overall,0.0
