ToolName,EntryType,Score
acts,Size,31
cagen,Size,49
kali,Size,0
medici,Size,0
acts,Time,28
cagen,Time,54
kali,Time,0
medici,Time,0
acts,Overall,29.5
cagen,Overall,51.5
kali,Overall,0.0
medici,Overall,0.0
