ToolName,EntryType,Score
acts,Size,127
cagen,Size,131
caopt,Size,105
kali,Size,39
medici,Size,158
pmedici,Size,74
acts,Time,106
cagen,Time,194
caopt,Time,136
kali,Time,32
medici,Time,168
pmedici,Time,76
acts,Overall,116.5
cagen,Overall,162.5
caopt,Overall,120.5
kali,Overall,35.5
medici,Overall,163.0
pmedici,Overall,75.0
