ToolName,EntryType,Score
acts,Size,218
cagen,Size,252
caopt,Size,188
kali,Size,79
medici,Size,167
pmedici,Size,107
acts,Time,253
cagen,Time,327
caopt,Time,95
kali,Time,130
medici,Time,85
pmedici,Time,155
acts,Overall,235.5
cagen,Overall,289.5
caopt,Overall,141.5
kali,Overall,104.5
medici,Overall,126.0
pmedici,Overall,131.0
