ToolName,EntryType,Score
acts,Size,27
cagen,Size,34
caopt,Size,2
kali,Size,0
medici,Size,0
acts,Time,26
cagen,Time,40
caopt,Time,2
kali,Time,0
medici,Time,0
acts,Overall,26.5
cagen,Overall,37.0
caopt,Overall,2.0
kali,Overall,0.0
medici,Overall,0.0
