ToolName,EntryType,Score
acts,Size,126
cagen,Size,119
caopt,Size,86
kali,Size,16
medici,Size,137
pmedici,Size,83
acts,Time,143
cagen,Time,187
caopt,Time,86
kali,Time,24
medici,Time,113
pmedici,Time,96
acts,Overall,134.5
cagen,Overall,153.0
caopt,Overall,86.0
kali,Overall,20.0
medici,Overall,125.0
pmedici,Overall,89.5
