ToolName,EntryType,Score
acts,Size,340
cagen,Size,417
caopt,Size,243
kali,Size,0
medici,Size,204
pmedici,Size,105
acts,Time,388
cagen,Time,530
caopt,Time,177
kali,Time,0
medici,Time,129
pmedici,Time,161
acts,Overall,364.0
cagen,Overall,473.5
caopt,Overall,210.0
kali,Overall,0.0
medici,Overall,166.5
pmedici,Overall,133.0
