ToolName,EntryType,Score
acts,Size,57
cagen,Size,67
caopt,Size,62
kali,Size,21
medici,Size,59
pmedici,Size,28
acts,Time,71
cagen,Time,86
caopt,Time,24
kali,Time,40
medici,Time,29
pmedici,Time,49
acts,Overall,64.0
cagen,Overall,76.5
caopt,Overall,43.0
kali,Overall,30.5
medici,Overall,44.0
pmedici,Overall,38.5
