ToolName,EntryType,Score
acts,Size,80
cagen,Size,85
caopt,Size,102
kali,Size,5
medici,Size,112
pmedici,Size,53
acts,Time,104
cagen,Time,129
caopt,Time,96
kali,Time,6
medici,Time,106
pmedici,Time,58
acts,Overall,92.0
cagen,Overall,107.0
caopt,Overall,99.0
kali,Overall,5.5
medici,Overall,109.0
pmedici,Overall,55.5
