ToolName,EntryType,Score
acts,Size,450
cagen,Size,548
caopt,Size,258
kali,Size,132
medici,Size,226
pmedici,Size,178
acts,Time,486
cagen,Time,635
caopt,Time,164
kali,Time,183
medici,Time,118
pmedici,Time,286
acts,Overall,468.0
cagen,Overall,591.5
caopt,Overall,211.0
kali,Overall,157.5
medici,Overall,172.0
pmedici,Overall,232.0
