ToolName,EntryType,Score
acts,Size,21
cagen,Size,26
caopt,Size,0
kali,Size,0
medici,Size,0
acts,Time,20
cagen,Time,34
caopt,Time,0
kali,Time,0
medici,Time,0
acts,Overall,20.5
cagen,Overall,30.0
caopt,Overall,0.0
kali,Overall,0.0
medici,Overall,0.0
