ToolName,EntryType,Score
acts,Size,39
cagen,Size,51
caopt,Size,10
kali,Size,0
medici,Size,17
pmedici,Size,12
acts,Time,43
cagen,Time,72
caopt,Time,15
kali,Time,0
medici,Time,19
pmedici,Time,11
acts,Overall,41.0
cagen,Overall,61.5
caopt,Overall,12.5
kali,Overall,0.0
medici,Overall,18.0
pmedici,Overall,11.5
