ToolName,EntryType,Score
acts,Size,635
cagen,Size,707
caopt,Size,377
kali,Size,83
medici,Size,383
pmedici,Size,270
acts,Time,719
cagen,Time,933
caopt,Time,258
kali,Time,121
medici,Time,262
pmedici,Time,349
acts,Overall,677.0
cagen,Overall,820.0
caopt,Overall,317.5
kali,Overall,102.0
medici,Overall,322.5
pmedici,Overall,309.5
