ToolName,EntryType,Score
acts,Size,37
cagen,Size,39
caopt,Size,8
kali,Size,0
medici,Size,11
pmedici,Size,9
acts,Time,37
cagen,Time,51
caopt,Time,8
kali,Time,0
medici,Time,12
pmedici,Time,10
acts,Overall,37.0
cagen,Overall,45.0
caopt,Overall,8.0
kali,Overall,0.0
medici,Overall,11.5
pmedici,Overall,9.5
