ToolName,EntryType,Score
acts,Size,130
cagen,Size,153
caopt,Size,141
kali,Size,50
medici,Size,132
pmedici,Size,72
acts,Time,170
cagen,Time,200
caopt,Time,85
kali,Time,75
medici,Time,73
pmedici,Time,137
acts,Overall,150.0
cagen,Overall,176.5
caopt,Overall,113.0
kali,Overall,62.5
medici,Overall,102.5
pmedici,Overall,104.5
