ToolName,EntryType,Score
acts,Size,18
cagen,Size,27
caopt,Size,4
kali,Size,0
medici,Size,6
pmedici,Size,3
acts,Time,19
cagen,Time,34
caopt,Time,4
kali,Time,0
medici,Time,6
pmedici,Time,4
acts,Overall,18.5
cagen,Overall,30.5
caopt,Overall,4.0
kali,Overall,0.0
medici,Overall,6.0
pmedici,Overall,3.5
