ToolName,EntryType,Score
acts,Size,62
cagen,Size,65
caopt,Size,97
kali,Size,37
medici,Size,85
pmedici,Size,36
acts,Time,89
cagen,Time,105
caopt,Time,40
kali,Time,50
medici,Time,53
pmedici,Time,68
acts,Overall,75.5
cagen,Overall,85.0
caopt,Overall,68.5
kali,Overall,43.5
medici,Overall,69.0
pmedici,Overall,52.0
