ToolName,EntryType,Score
acts,Size,36
cagen,Size,63
caopt,Size,9
kali,Size,0
medici,Size,9
pmedici,Size,3
acts,Time,36
cagen,Time,71
caopt,Time,7
kali,Time,0
medici,Time,5
pmedici,Time,4
acts,Overall,36.0
cagen,Overall,67.0
caopt,Overall,8.0
kali,Overall,0.0
medici,Overall,7.0
pmedici,Overall,3.5
