ToolName,EntryType,Score
acts,Size,800
cagen,Size,839
caopt,Size,932
kali,Size,188
medici,Size,907
pmedici,Size,421
acts,Time,945
cagen,Time,1248
caopt,Time,782
kali,Time,210
medici,Time,752
pmedici,Time,589
acts,Overall,872.5
cagen,Overall,1043.5
caopt,Overall,857.0
kali,Overall,199.0
medici,Overall,829.5
pmedici,Overall,505.0
