ToolName,EntryType,Score
acts,Size,104
cagen,Size,113
caopt,Size,133
kali,Size,0
medici,Size,115
pmedici,Size,49
acts,Time,141
cagen,Time,173
caopt,Time,88
kali,Time,0
medici,Time,75
pmedici,Time,84
acts,Overall,122.5
cagen,Overall,143.0
caopt,Overall,110.5
kali,Overall,0.0
medici,Overall,95.0
pmedici,Overall,66.5
