ToolName,EntryType,Score
acts,Size,44
cagen,Size,51
caopt,Size,15
kali,Size,0
medici,Size,18
pmedici,Size,8
acts,Time,48
cagen,Time,62
caopt,Time,14
kali,Time,0
medici,Time,17
pmedici,Time,10
acts,Overall,46.0
cagen,Overall,56.5
caopt,Overall,14.5
kali,Overall,0.0
medici,Overall,17.5
pmedici,Overall,9.0
