ToolName,EntryType,Score
acts,Size,196
cagen,Size,206
caopt,Size,172
kali,Size,9
medici,Size,176
pmedici,Size,125
acts,Time,239
cagen,Time,318
caopt,Time,125
kali,Time,8
medici,Time,119
pmedici,Time,156
acts,Overall,217.5
cagen,Overall,262.0
caopt,Overall,148.5
kali,Overall,8.5
medici,Overall,147.5
pmedici,Overall,140.5
 
