ToolName,EntryType,Score
acts,Size,108
cagen,Size,125
caopt,Size,79
kali,Size,0
medici,Size,55
pmedici,Size,37
acts,Time,118
cagen,Time,148
caopt,Time,64
kali,Time,0
medici,Time,33
pmedici,Time,55
acts,Overall,113.0
cagen,Overall,136.5
caopt,Overall,71.5
kali,Overall,0.0
medici,Overall,44.0
pmedici,Overall,46.0
