ToolName,EntryType,Score
acts,Size,51
cagen,Size,57
caopt,Size,71
kali,Size,3
medici,Size,58
pmedici,Size,33
acts,Time,65
cagen,Time,89
caopt,Time,60
kali,Time,2
medici,Time,46
pmedici,Time,38
acts,Overall,58.0
cagen,Overall,73.0
caopt,Overall,65.5
kali,Overall,2.5
medici,Overall,52.0
pmedici,Overall,35.5
