ToolName,EntryType,Score
acts,Size,102
cagen,Size,99
caopt,Size,43
kali,Size,0
medici,Size,93
pmedici,Size,69
acts,Time,126
cagen,Time,158
caopt,Time,32
kali,Time,0
medici,Time,78
pmedici,Time,82
acts,Overall,114.0
cagen,Overall,128.5
caopt,Overall,37.5
kali,Overall,0.0
medici,Overall,85.5
pmedici,Overall,75.5
