ToolName,EntryType,Score
acts,Size,43
cagen,Size,44
caopt,Size,36
kali,Size,0
medici,Size,33
pmedici,Size,21
acts,Time,49
cagen,Time,65
caopt,Time,21
kali,Time,0
medici,Time,18
pmedici,Time,34
acts,Overall,46.0
cagen,Overall,54.5
caopt,Overall,28.5
kali,Overall,0.0
medici,Overall,25.5
pmedici,Overall,27.5
