ToolName,EntryType,Score
acts,Size,150
cagen,Size,162
caopt,Size,95
kali,Size,56
medici,Size,87
pmedici,Size,77
acts,Time,154
cagen,Time,184
caopt,Time,63
kali,Time,72
medici,Time,42
pmedici,Time,122
acts,Overall,152.0
cagen,Overall,173.0
caopt,Overall,79.0
kali,Overall,64.0
medici,Overall,64.5
pmedici,Overall,99.5
