ToolName,EntryType,Score
acts,Size,84
cagen,Size,87
caopt,Size,70
kali,Size,0
medici,Size,48
pmedici,Size,33
acts,Time,91
cagen,Time,119
caopt,Time,71
kali,Time,0
medici,Time,45
pmedici,Time,35
acts,Overall,87.5
cagen,Overall,103.0
caopt,Overall,70.5
kali,Overall,0.0
medici,Overall,46.5
pmedici,Overall,34.0
