ToolName,EntryType,Score
acts,Size,33
cagen,Size,40
caopt,Size,19
kali,Size,0
medici,Size,28
pmedici,Size,25
acts,Time,42
cagen,Time,54
caopt,Time,16
kali,Time,0
medici,Time,18
pmedici,Time,30
acts,Overall,37.5
cagen,Overall,47.0
caopt,Overall,17.5
kali,Overall,0.0
medici,Overall,23.0
pmedici,Overall,27.5
