ToolName,EntryType,Score
acts,Size,59
cagen,Size,67
caopt,Size,17
kali,Size,0
medici,Size,23
pmedici,Size,23
acts,Time,66
cagen,Time,90
caopt,Time,23
kali,Time,0
medici,Time,25
pmedici,Time,24
acts,Overall,62.5
cagen,Overall,78.5
caopt,Overall,20.0
kali,Overall,0.0
medici,Overall,24.0
pmedici,Overall,23.5
