ToolName,EntryType,Score
acts,Size,63
cagen,Size,68
caopt,Size,100
kali,Size,41
medici,Size,84
pmedici,Size,36
acts,Time,90
cagen,Time,105
caopt,Time,34
kali,Time,62
medici,Time,45
pmedici,Time,69
acts,Overall,76.5
cagen,Overall,86.5
caopt,Overall,67.0
kali,Overall,51.5
medici,Overall,64.5
pmedici,Overall,52.5
