ToolName,EntryType,Score
acts,Size,592
cagen,Size,587
caopt,Size,381
kali,Size,60
medici,Size,648
pmedici,Size,396
acts,Time,663
cagen,Time,896
caopt,Time,379
kali,Time,63
medici,Time,553
pmedici,Time,467
acts,Overall,627.5
cagen,Overall,741.5
caopt,Overall,380.0
kali,Overall,61.5
medici,Overall,600.5
pmedici,Overall,431.5
