ToolName,EntryType,Score
appts,Size,97
cagen,Size,46
iposolver,Size,0
pmedici,Size,12
appts,Time,52
cagen,Time,80
iposolver,Time,0
pmedici,Time,23
appts,Overall,74.5
cagen,Overall,63.0
iposolver,Overall,0.0
pmedici,Overall,17.5
