ToolName,EntryType,Score
appts,Size,2174
cagen,Size,1638
iposolver,Size,879
pmedici,Size,432
appts,Time,700
cagen,Time,2347
iposolver,Time,1243
pmedici,Time,833
appts,Overall,1384.0
cagen,Overall,1795.5
iposolver,Overall,967.5
pmedici,Overall,566.0
